t,x1,y1,z1,x2,y2,z2,x3,y3,z3
2499,24860881.64453591,9460262.356635889,0.0,-9460262.356635889,24860881.64453591,0.0,0.0,-9460262.356635889,24860881.64453591
2500,24859504.898693472,9463879.552902173,0.0,-9463879.552902173,24859504.898693472,0.0,0.0,-9463879.552902173,24859504.898693472
2501,24858127.626558002,9467496.548811538,0.0,-9467496.548811538,24858127.626558002,0.0,0.0,-9467496.548811538,24858127.626558002
2502,24856749.828158658,9471113.344287407,0.0,-9471113.344287407,24856749.828158658,0.0,0.0,-9471113.344287407,24856749.828158658
2503,24855371.503524613,9474729.939253211,0.0,-9474729.939253211,24855371.503524613,0.0,0.0,-9474729.939253211,24855371.503524613
2504,24853992.652685042,9478346.333632383,0.0,-9478346.333632383,24853992.652685042,0.0,0.0,-9478346.333632383,24853992.652685042
2505,24852613.27566914,9481962.527348364,0.0,-9481962.527348364,24852613.27566914,0.0,0.0,-9481962.527348364,24852613.27566914
2506,24851233.372506104,9485578.520324593,0.0,-9485578.520324593,24851233.372506104,0.0,0.0,-9485578.520324593,24851233.372506104
2507,24849852.943225153,9489194.312484521,0.0,-9489194.312484521,24849852.943225153,0.0,0.0,-9489194.312484521,24849852.943225153
2508,24848471.98785551,9492809.903751597,0.0,-9492809.903751597,24848471.98785551,0.0,0.0,-9492809.903751597,24848471.98785551
2509,24847090.50642641,9496425.294049276,0.0,-9496425.294049276,24847090.50642641,0.0,0.0,-9496425.294049276,24847090.50642641
2510,24845708.4989671,9500040.48330102,0.0,-9500040.48330102,24845708.4989671,0.0,0.0,-9500040.48330102,24845708.4989671
2511,24844325.96550684,9503655.471430289,0.0,-9503655.471430289,24844325.96550684,0.0,0.0,-9503655.471430289,24844325.96550684
2512,24842942.9060749,9507270.258360554,0.0,-9507270.258360554,24842942.9060749,0.0,0.0,-9507270.258360554,24842942.9060749
2513,24841559.320700556,9510884.844015285,0.0,-9510884.844015285,24841559.320700556,0.0,0.0,-9510884.844015285,24841559.320700556
2514,24840175.2094131,9514499.228317963,0.0,-9514499.228317963,24840175.2094131,0.0,0.0,-9514499.228317963,24840175.2094131
2515,24838790.57224184,9518113.411192065,0.0,-9518113.411192065,24838790.57224184,0.0,0.0,-9518113.411192065,24838790.57224184
2516,24837405.409216084,9521727.392561078,0.0,-9521727.392561078,24837405.409216084,0.0,0.0,-9521727.392561078,24837405.409216084
2517,24836019.72036516,9525341.172348492,0.0,-9525341.172348492,24836019.72036516,0.0,0.0,-9525341.172348492,24836019.72036516
2518,24834633.5057184,9528954.7504778,0.0,-9528954.7504778,24834633.5057184,0.0,0.0,-9528954.7504778,24834633.5057184
2519,24833246.765305154,9532568.1268725,0.0,-9532568.1268725,24833246.765305154,0.0,0.0,-9532568.1268725,24833246.765305154
2520,24831859.49915478,9536181.301456094,0.0,-9536181.301456094,24831859.49915478,0.0,0.0,-9536181.301456094,24831859.49915478
2521,24830471.707296647,9539794.274152089,0.0,-9539794.274152089,24830471.707296647,0.0,0.0,-9539794.274152089,24830471.707296647
2522,24829083.389760137,9543407.044883994,0.0,-9543407.044883994,24829083.389760137,0.0,0.0,-9543407.044883994,24829083.389760137
2523,24827694.54657464,9547019.613575328,0.0,-9547019.613575328,24827694.54657464,0.0,0.0,-9547019.613575328,24827694.54657464
2524,24826305.17776956,9550631.980149608,0.0,-9550631.980149608,24826305.17776956,0.0,0.0,-9550631.980149608,24826305.17776956
2525,24824915.283374313,9554244.144530358,0.0,-9554244.144530358,24824915.283374313,0.0,0.0,-9554244.144530358,24824915.283374313
2526,24823524.86341832,9557856.106641104,0.0,-9557856.106641104,24823524.86341832,0.0,0.0,-9557856.106641104,24823524.86341832
2527,24822133.917931017,9561467.86640538,0.0,-9561467.86640538,24822133.917931017,0.0,0.0,-9561467.86640538,24822133.917931017
2528,24820742.446941853,9565079.423746726,0.0,-9565079.423746726,24820742.446941853,0.0,0.0,-9565079.423746726,24820742.446941853
2529,24819350.450480286,9568690.778588677,0.0,-9568690.778588677,24819350.450480286,0.0,0.0,-9568690.778588677,24819350.450480286
2530,24817957.928575788,9572301.93085478,0.0,-9572301.93085478,24817957.928575788,0.0,0.0,-9572301.93085478,24817957.928575788
2531,24816564.881257836,9575912.880468586,0.0,-9575912.880468586,24816564.881257836,0.0,0.0,-9575912.880468586,24816564.881257836
2532,24815171.308555923,9579523.627353648,0.0,-9579523.627353648,24815171.308555923,0.0,0.0,-9579523.627353648,24815171.308555923
2533,24813777.210499555,9583134.171433523,0.0,-9583134.171433523,24813777.210499555,0.0,0.0,-9583134.171433523,24813777.210499555
2534,24812382.587118242,9586744.512631774,0.0,-9586744.512631774,24812382.587118242,0.0,0.0,-9586744.512631774,24812382.587118242
2535,24810987.43844151,9590354.650871968,0.0,-9590354.650871968,24810987.43844151,0.0,0.0,-9590354.650871968,24810987.43844151
2536,24809591.764498897,9593964.586077675,0.0,-9593964.586077675,24809591.764498897,0.0,0.0,-9593964.586077675,24809591.764498897
2537,24808195.565319948,9597574.318172472,0.0,-9597574.318172472,24808195.565319948,0.0,0.0,-9597574.318172472,24808195.565319948
2538,24806798.84093422,9601183.847079935,0.0,-9601183.847079935,24806798.84093422,0.0,0.0,-9601183.847079935,24806798.84093422
2539,24805401.591371287,9604793.17272365,0.0,-9604793.17272365,24805401.591371287,0.0,0.0,-9604793.17272365,24805401.591371287
2540,24804003.81666073,9608402.295027204,0.0,-9608402.295027204,24804003.81666073,0.0,0.0,-9608402.295027204,24804003.81666073
2541,24802605.516832136,9612011.213914191,0.0,-9612011.213914191,24802605.516832136,0.0,0.0,-9612011.213914191,24802605.516832136
2542,24801206.69191511,9615619.929308208,0.0,-9615619.929308208,24801206.69191511,0.0,0.0,-9615619.929308208,24801206.69191511
2543,24799807.341939267,9619228.441132853,0.0,-9619228.441132853,24799807.341939267,0.0,0.0,-9619228.441132853,24799807.341939267
2544,24798407.466934234,9622836.749311734,0.0,-9622836.749311734,24798407.466934234,0.0,0.0,-9622836.749311734,24798407.466934234
2545,24797007.066929646,9626444.85376846,0.0,-9626444.85376846,24797007.066929646,0.0,0.0,-9626444.85376846,24797007.066929646
2546,24795606.14195515,9630052.754426645,0.0,-9630052.754426645,24795606.14195515,0.0,0.0,-9630052.754426645,24795606.14195515
2547,24794204.692040402,9633660.451209906,0.0,-9633660.451209906,24794204.692040402,0.0,0.0,-9633660.451209906,24794204.692040402
2548,24792802.717215076,9637267.944041867,0.0,-9637267.944041867,24792802.717215076,0.0,0.0,-9637267.944041867,24792802.717215076
2549,24791400.21750885,9640875.232846154,0.0,-9640875.232846154,24791400.21750885,0.0,0.0,-9640875.232846154,24791400.21750885
2550,24789997.192951415,9644482.317546397,0.0,-9644482.317546397,24789997.192951415,0.0,0.0,-9644482.317546397,24789997.192951415
2551,24788593.643572476,9648089.198066235,0.0,-9648089.198066235,24788593.643572476,0.0,0.0,-9648089.198066235,24788593.643572476
2552,24787189.56940175,9651695.874329304,0.0,-9651695.874329304,24787189.56940175,0.0,0.0,-9651695.874329304,24787189.56940175
2553,24785784.970468957,9655302.346259251,0.0,-9655302.346259251,24785784.970468957,0.0,0.0,-9655302.346259251,24785784.970468957
2554,24784379.846803837,9658908.613779724,0.0,-9658908.613779724,24784379.846803837,0.0,0.0,-9658908.613779724,24784379.846803837
2555,24782974.198436134,9662514.676814374,0.0,-9662514.676814374,24782974.198436134,0.0,0.0,-9662514.676814374,24782974.198436134
2556,24781568.02539561,9666120.535286859,0.0,-9666120.535286859,24781568.02539561,0.0,0.0,-9666120.535286859,24781568.02539561
2557,24780161.32771203,9669726.18912084,0.0,-9669726.18912084,24780161.32771203,0.0,0.0,-9669726.18912084,24780161.32771203
2558,24778754.10541518,9673331.638239985,0.0,-9673331.638239985,24778754.10541518,0.0,0.0,-9673331.638239985,24778754.10541518
2559,24777346.35853485,9676936.882567963,0.0,-9676936.882567963,24777346.35853485,0.0,0.0,-9676936.882567963,24777346.35853485
2560,24775938.08710084,9680541.922028448,0.0,-9680541.922028448,24775938.08710084,0.0,0.0,-9680541.922028448,24775938.08710084
2561,24774529.29114297,9684146.756545119,0.0,-9684146.756545119,24774529.29114297,0.0,0.0,-9684146.756545119,24774529.29114297
2562,24773119.970691063,9687751.38604166,0.0,-9687751.38604166,24773119.970691063,0.0,0.0,-9687751.38604166,24773119.970691063
2563,24771710.12577495,9691355.810441757,0.0,-9691355.810441757,24771710.12577495,0.0,0.0,-9691355.810441757,24771710.12577495
2564,24770299.756424483,9694960.029669102,0.0,-9694960.029669102,24770299.756424483,0.0,0.0,-9694960.029669102,24770299.756424483
2565,24768888.86266952,9698564.043647392,0.0,-9698564.043647392,24768888.86266952,0.0,0.0,-9698564.043647392,24768888.86266952
2566,24767477.44453993,9702167.852300327,0.0,-9702167.852300327,24767477.44453993,0.0,0.0,-9702167.852300327,24767477.44453993
2567,24766065.5020656,9705771.455551613,0.0,-9705771.455551613,24766065.5020656,0.0,0.0,-9705771.455551613,24766065.5020656
2568,24764653.035276413,9709374.853324957,0.0,-9709374.853324957,24764653.035276413,0.0,0.0,-9709374.853324957,24764653.035276413
2569,24763240.044202276,9712978.045544075,0.0,-9712978.045544075,24763240.044202276,0.0,0.0,-9712978.045544075,24763240.044202276
2570,24761826.5288731,9716581.032132683,0.0,-9716581.032132683,24761826.5288731,0.0,0.0,-9716581.032132683,24761826.5288731
2571,24760412.489318814,9720183.813014504,0.0,-9720183.813014504,24760412.489318814,0.0,0.0,-9720183.813014504,24760412.489318814
2572,24758997.92556935,9723786.388113264,0.0,-9723786.388113264,24758997.92556935,0.0,0.0,-9723786.388113264,24758997.92556935
2573,24757582.83765466,9727388.757352695,0.0,-9727388.757352695,24757582.83765466,0.0,0.0,-9727388.757352695,24757582.83765466
2574,24756167.2256047,9730990.920656532,0.0,-9730990.920656532,24756167.2256047,0.0,0.0,-9730990.920656532,24756167.2256047
2575,24754751.089449443,9734592.877948513,0.0,-9734592.877948513,24754751.089449443,0.0,0.0,-9734592.877948513,24754751.089449443
2576,24753334.429218862,9738194.629152386,0.0,-9738194.629152386,24753334.429218862,0.0,0.0,-9738194.629152386,24753334.429218862
2577,24751917.244942956,9741796.174191896,0.0,-9741796.174191896,24751917.244942956,0.0,0.0,-9741796.174191896,24751917.244942956
2578,24750499.536651723,9745397.512990797,0.0,-9745397.512990797,24750499.536651723,0.0,0.0,-9745397.512990797,24750499.536651723
2579,24749081.30437518,9748998.645472845,0.0,-9748998.645472845,24749081.30437518,0.0,0.0,-9748998.645472845,24749081.30437518
2580,24747662.54814335,9752599.571561802,0.0,-9752599.571561802,24747662.54814335,0.0,0.0,-9752599.571561802,24747662.54814335
2581,24746243.267986268,9756200.291181436,0.0,-9756200.291181436,24746243.267986268,0.0,0.0,-9756200.291181436,24746243.267986268
2582,24744823.463933982,9759800.804255515,0.0,-9759800.804255515,24744823.463933982,0.0,0.0,-9759800.804255515,24744823.463933982
2583,24743403.13601655,9763401.110707814,0.0,-9763401.110707814,24743403.13601655,0.0,0.0,-9763401.110707814,24743403.13601655
2584,24741982.284264047,9767001.210462112,0.0,-9767001.210462112,24741982.284264047,0.0,0.0,-9767001.210462112,24741982.284264047
2585,24740560.908706546,9770601.103442194,0.0,-9770601.103442194,24740560.908706546,0.0,0.0,-9770601.103442194,24740560.908706546
2586,24739139.00937414,9774200.789571846,0.0,-9774200.789571846,24739139.00937414,0.0,0.0,-9774200.789571846,24739139.00937414
2587,24737716.58629694,9777800.26877486,0.0,-9777800.26877486,24737716.58629694,0.0,0.0,-9777800.26877486,24737716.58629694
2588,24736293.639505047,9781399.540975032,0.0,-9781399.540975032,24736293.639505047,0.0,0.0,-9781399.540975032,24736293.639505047
2589,24734870.16902859,9784998.606096165,0.0,-9784998.606096165,24734870.16902859,0.0,0.0,-9784998.606096165,24734870.16902859
2590,24733446.174897708,9788597.464062063,0.0,-9788597.464062063,24733446.174897708,0.0,0.0,-9788597.464062063,24733446.174897708
2591,24732021.657142546,9792196.114796536,0.0,-9792196.114796536,24732021.657142546,0.0,0.0,-9792196.114796536,24732021.657142546
2592,24730596.61579326,9795794.558223398,0.0,-9795794.558223398,24730596.61579326,0.0,0.0,-9795794.558223398,24730596.61579326
2593,24729171.050880026,9799392.794266468,0.0,-9799392.794266468,24729171.050880026,0.0,0.0,-9799392.794266468,24729171.050880026
2594,24727744.962433018,9802990.822849568,0.0,-9802990.822849568,24727744.962433018,0.0,0.0,-9802990.822849568,24727744.962433018
2595,24726318.350482427,9806588.643896526,0.0,-9806588.643896526,24726318.350482427,0.0,0.0,-9806588.643896526,24726318.350482427
2596,24724891.215058457,9810186.257331172,0.0,-9810186.257331172,24724891.215058457,0.0,0.0,-9810186.257331172,24724891.215058457
2597,24723463.55619132,9813783.663077343,0.0,-9813783.663077343,24723463.55619132,0.0,0.0,-9813783.663077343,24723463.55619132
2598,24722035.373911247,9817380.861058882,0.0,-9817380.861058882,24722035.373911247,0.0,0.0,-9817380.861058882,24722035.373911247
2599,24720606.668248467,9820977.851199629,0.0,-9820977.851199629,24720606.668248467,0.0,0.0,-9820977.851199629,24720606.668248467
2600,24719177.43923323,9824574.633423436,0.0,-9824574.633423436,24719177.43923323,0.0,0.0,-9824574.633423436,24719177.43923323
2601,24717747.686895788,9828171.207654158,0.0,-9828171.207654158,24717747.686895788,0.0,0.0,-9828171.207654158,24717747.686895788
2602,24716317.411266416,9831767.57381565,0.0,-9831767.57381565,24716317.411266416,0.0,0.0,-9831767.57381565,24716317.411266416
2603,24714886.612375394,9835363.731831774,0.0,-9835363.731831774,24714886.612375394,0.0,0.0,-9835363.731831774,24714886.612375394
2604,24713455.29025301,9838959.6816264,0.0,-9838959.6816264,24713455.29025301,0.0,0.0,-9838959.6816264,24713455.29025301
2605,24712023.444929566,9842555.423123397,0.0,-9842555.423123397,24712023.444929566,0.0,0.0,-9842555.423123397,24712023.444929566
2606,24710591.076435376,9846150.956246642,0.0,-9846150.956246642,24710591.076435376,0.0,0.0,-9846150.956246642,24710591.076435376
2607,24709158.184800766,9849746.280920014,0.0,-9849746.280920014,24709158.184800766,0.0,0.0,-9849746.280920014,24709158.184800766
2608,24707724.77005607,9853341.397067398,0.0,-9853341.397067398,24707724.77005607,0.0,0.0,-9853341.397067398,24707724.77005607
2609,24706290.832231633,9856936.304612683,0.0,-9856936.304612683,24706290.832231633,0.0,0.0,-9856936.304612683,24706290.832231633
2610,24704856.371357813,9860531.003479762,0.0,-9860531.003479762,24704856.371357813,0.0,0.0,-9860531.003479762,24704856.371357813
2611,24703421.38746498,9864125.493592532,0.0,-9864125.493592532,24703421.38746498,0.0,0.0,-9864125.493592532,24703421.38746498
2612,24701985.880583514,9867719.774874898,0.0,-9867719.774874898,24701985.880583514,0.0,0.0,-9867719.774874898,24701985.880583514
2613,24700549.850743804,9871313.847250763,0.0,-9871313.847250763,24700549.850743804,0.0,0.0,-9871313.847250763,24700549.850743804
2614,24699113.29797625,9874907.71064404,0.0,-9874907.71064404,24699113.29797625,0.0,0.0,-9874907.71064404,24699113.29797625
2615,24697676.22231127,9878501.364978643,0.0,-9878501.364978643,24697676.22231127,0.0,0.0,-9878501.364978643,24697676.22231127
2616,24696238.623779282,9882094.810178494,0.0,-9882094.810178494,24696238.623779282,0.0,0.0,-9882094.810178494,24696238.623779282
2617,24694800.502410725,9885688.046167515,0.0,-9885688.046167515,24694800.502410725,0.0,0.0,-9885688.046167515,24694800.502410725
2618,24693361.858236045,9889281.072869636,0.0,-9889281.072869636,24693361.858236045,0.0,0.0,-9889281.072869636,24693361.858236045
2619,24691922.691285696,9892873.89020879,0.0,-9892873.89020879,24691922.691285696,0.0,0.0,-9892873.89020879,24691922.691285696
2620,24690483.00159015,9896466.498108914,0.0,-9896466.498108914,24690483.00159015,0.0,0.0,-9896466.498108914,24690483.00159015
2621,24689042.789179884,9900058.89649395,0.0,-9900058.89649395,24689042.789179884,0.0,0.0,-9900058.89649395,24689042.789179884
2622,24687602.05408539,9903651.085287847,0.0,-9903651.085287847,24687602.05408539,0.0,0.0,-9903651.085287847,24687602.05408539
2623,24686160.796337165,9907243.064414551,0.0,-9907243.064414551,24686160.796337165,0.0,0.0,-9907243.064414551,24686160.796337165
2624,24684719.015965726,9910834.833798021,0.0,-9910834.833798021,24684719.015965726,0.0,0.0,-9910834.833798021,24684719.015965726
2625,24683276.713001598,9914426.393362217,0.0,-9914426.393362217,24683276.713001598,0.0,0.0,-9914426.393362217,24683276.713001598
2626,24681833.88747531,9918017.7430311,0.0,-9918017.7430311,24681833.88747531,0.0,0.0,-9918017.7430311,24681833.88747531
2627,24680390.539417412,9921608.88272864,0.0,-9921608.88272864,24680390.539417412,0.0,0.0,-9921608.88272864,24680390.539417412
2628,24678946.668858457,9925199.81237881,0.0,-9925199.81237881,24678946.668858457,0.0,0.0,-9925199.81237881,24678946.668858457
2629,24677502.275829017,9928790.53190559,0.0,-9928790.53190559,24677502.275829017,0.0,0.0,-9928790.53190559,24677502.275829017
2630,24676057.360359665,9932381.041232958,0.0,-9932381.041232958,24676057.360359665,0.0,0.0,-9932381.041232958,24676057.360359665
2631,24674611.922480997,9935971.340284904,0.0,-9935971.340284904,24674611.922480997,0.0,0.0,-9935971.340284904,24674611.922480997
2632,24673165.962223608,9939561.428985419,0.0,-9939561.428985419,24673165.962223608,0.0,0.0,-9939561.428985419,24673165.962223608
2633,24671719.479618113,9943151.307258494,0.0,-9943151.307258494,24671719.479618113,0.0,0.0,-9943151.307258494,24671719.479618113
2634,24670272.47469514,9946740.975028133,0.0,-9946740.975028133,24670272.47469514,0.0,0.0,-9946740.975028133,24670272.47469514
2635,24668824.947485313,9950330.432218337,0.0,-9950330.432218337,24668824.947485313,0.0,0.0,-9950330.432218337,24668824.947485313
2636,24667376.898019284,9953919.678753119,0.0,-9953919.678753119,24667376.898019284,0.0,0.0,-9953919.678753119,24667376.898019284
2637,24665928.326327708,9957508.714556487,0.0,-9957508.714556487,24665928.326327708,0.0,0.0,-9957508.714556487,24665928.326327708
2638,24664479.232441254,9961097.539552463,0.0,-9961097.539552463,24664479.232441254,0.0,0.0,-9961097.539552463,24664479.232441254
2639,24663029.616390597,9964686.153665066,0.0,-9964686.153665066,24663029.616390597,0.0,0.0,-9964686.153665066,24663029.616390597
2640,24661579.47820643,9968274.556818323,0.0,-9968274.556818323,24661579.47820643,0.0,0.0,-9968274.556818323,24661579.47820643
2641,24660128.817919448,9971862.748936268,0.0,-9971862.748936268,24660128.817919448,0.0,0.0,-9971862.748936268,24660128.817919448
2642,24658677.635560367,9975450.729942933,0.0,-9975450.729942933,24658677.635560367,0.0,0.0,-9975450.729942933,24658677.635560367
2643,24657225.93115991,9979038.499762358,0.0,-9979038.499762358,24657225.93115991,0.0,0.0,-9979038.499762358,24657225.93115991
2644,24655773.704748806,9982626.05831859,0.0,-9982626.05831859,24655773.704748806,0.0,0.0,-9982626.05831859,24655773.704748806
2645,24654320.956357803,9986213.405535677,0.0,-9986213.405535677,24654320.956357803,0.0,0.0,-9986213.405535677,24654320.956357803
2646,24652867.68601766,9989800.54133767,0.0,-9989800.54133767,24652867.68601766,0.0,0.0,-9989800.54133767,24652867.68601766
2647,24651413.893759135,9993387.46564863,0.0,-9993387.46564863,24651413.893759135,0.0,0.0,-9993387.46564863,24651413.893759135
2648,24649959.57961301,9996974.178392619,0.0,-9996974.178392619,24649959.57961301,0.0,0.0,-9996974.178392619,24649959.57961301
2649,24648504.743610077,10000560.679493701,0.0,-10000560.679493701,24648504.743610077,0.0,0.0,-10000560.679493701,24648504.743610077
2650,24647049.38578113,10004146.96887595,0.0,-10004146.96887595,24647049.38578113,0.0,0.0,-10004146.96887595,24647049.38578113
2651,24645593.50615699,10007733.046463441,0.0,-10007733.046463441,24645593.50615699,0.0,0.0,-10007733.046463441,24645593.50615699
2652,24644137.104768466,10011318.912180254,0.0,-10011318.912180254,24644137.104768466,0.0,0.0,-10011318.912180254,24644137.104768466
2653,24642680.1816464,10014904.565950474,0.0,-10014904.565950474,24642680.1816464,0.0,0.0,-10014904.565950474,24642680.1816464
2654,24641222.736821633,10018490.00769819,0.0,-10018490.00769819,24641222.736821633,0.0,0.0,-10018490.00769819,24641222.736821633
2655,24639764.77032502,10022075.237347495,0.0,-10022075.237347495,24639764.77032502,0.0,0.0,-10022075.237347495,24639764.77032502
2656,24638306.28218743,10025660.254822487,0.0,-10025660.254822487,24638306.28218743,0.0,0.0,-10025660.254822487,24638306.28218743
2657,24636847.272439737,10029245.06004727,0.0,-10029245.06004727,24636847.272439737,0.0,0.0,-10029245.06004727,24636847.272439737
2658,24635387.74111283,10032829.652945952,0.0,-10032829.652945952,24635387.74111283,0.0,0.0,-10032829.652945952,24635387.74111283
2659,24633927.688237607,10036414.033442643,0.0,-10036414.033442643,24633927.688237607,0.0,0.0,-10036414.033442643,24633927.688237607
2660,24632467.113844983,10039998.201461459,0.0,-10039998.201461459,24632467.113844983,0.0,0.0,-10039998.201461459,24632467.113844983
2661,24631006.017965876,10043582.15692652,0.0,-10043582.15692652,24631006.017965876,0.0,0.0,-10043582.15692652,24631006.017965876
2662,24629544.400631215,10047165.899761954,0.0,-10047165.899761954,24629544.400631215,0.0,0.0,-10047165.899761954,24629544.400631215
2663,24628082.26187195,10050749.42989189,0.0,-10050749.42989189,24628082.26187195,0.0,0.0,-10050749.42989189,24628082.26187195
2664,24626619.60171903,10054332.74724046,0.0,-10054332.74724046,24626619.60171903,0.0,0.0,-10054332.74724046,24626619.60171903
2665,24625156.420203425,10057915.851731803,0.0,-10057915.851731803,24625156.420203425,0.0,0.0,-10057915.851731803,24625156.420203425
2666,24623692.717356108,10061498.743290065,0.0,-10061498.743290065,24623692.717356108,0.0,0.0,-10061498.743290065,24623692.717356108
2667,24622228.49320807,10065081.42183939,0.0,-10065081.42183939,24622228.49320807,0.0,0.0,-10065081.42183939,24622228.49320807
2668,24620763.747790307,10068663.887303934,0.0,-10068663.887303934,24620763.747790307,0.0,0.0,-10068663.887303934,24620763.747790307
2669,24619298.48113383,10072246.13960785,0.0,-10072246.13960785,24619298.48113383,0.0,0.0,-10072246.13960785,24619298.48113383
2670,24617832.69326966,10075828.178675301,0.0,-10075828.178675301,24617832.69326966,0.0,0.0,-10075828.178675301,24617832.69326966
2671,24616366.384228826,10079410.004430454,0.0,-10079410.004430454,24616366.384228826,0.0,0.0,-10079410.004430454,24616366.384228826
2672,24614899.554042373,10082991.616797477,0.0,-10082991.616797477,24614899.554042373,0.0,0.0,-10082991.616797477,24614899.554042373
2673,24613432.202741355,10086573.015700545,0.0,-10086573.015700545,24613432.202741355,0.0,0.0,-10086573.015700545,24613432.202741355
2674,24611964.330356836,10090154.20106384,0.0,-10090154.20106384,24611964.330356836,0.0,0.0,-10090154.20106384,24611964.330356836
2675,24610495.936919894,10093735.172811542,0.0,-10093735.172811542,24610495.936919894,0.0,0.0,-10093735.172811542,24610495.936919894
2676,24609027.022461616,10097315.930867841,0.0,-10097315.930867841,24609027.022461616,0.0,0.0,-10097315.930867841,24609027.022461616
2677,24607557.587013096,10100896.475156931,0.0,-10100896.475156931,24607557.587013096,0.0,0.0,-10100896.475156931,24607557.587013096
2678,24606087.630605444,10104476.805603009,0.0,-10104476.805603009,24606087.630605444,0.0,0.0,-10104476.805603009,24606087.630605444
2679,24604617.153269783,10108056.922130276,0.0,-10108056.922130276,24604617.153269783,0.0,0.0,-10108056.922130276,24604617.153269783
2680,24603146.155037243,10111636.824662937,0.0,-10111636.824662937,24603146.155037243,0.0,0.0,-10111636.824662937,24603146.155037243
2681,24601674.635938965,10115216.513125205,0.0,-10115216.513125205,24601674.635938965,0.0,0.0,-10115216.513125205,24601674.635938965
2682,24600202.596006103,10118795.987441296,0.0,-10118795.987441296,24600202.596006103,0.0,0.0,-10118795.987441296,24600202.596006103
2683,24598730.03526982,10122375.247535428,0.0,-10122375.247535428,24598730.03526982,0.0,0.0,-10122375.247535428,24598730.03526982
2684,24597256.95376129,10125954.293331828,0.0,-10125954.293331828,24597256.95376129,0.0,0.0,-10125954.293331828,24597256.95376129
2685,24595783.351511702,10129533.124754723,0.0,-10129533.124754723,24595783.351511702,0.0,0.0,-10129533.124754723,24595783.351511702
2686,24594309.228552252,10133111.741728349,0.0,-10133111.741728349,24594309.228552252,0.0,0.0,-10133111.741728349,24594309.228552252
2687,24592834.584914148,10136690.144176941,0.0,-10136690.144176941,24592834.584914148,0.0,0.0,-10136690.144176941,24592834.584914148
2688,24591359.42062861,10140268.332024746,0.0,-10140268.332024746,24591359.42062861,0.0,0.0,-10140268.332024746,24591359.42062861
2689,24589883.735726867,10143846.305196008,0.0,-10143846.305196008,24589883.735726867,0.0,0.0,-10143846.305196008,24589883.735726867
2690,24588407.53024016,10147424.06361498,0.0,-10147424.06361498,24588407.53024016,0.0,0.0,-10147424.06361498,24588407.53024016
2691,24586930.804199744,10151001.607205916,0.0,-10151001.607205916,24586930.804199744,0.0,0.0,-10151001.607205916,24586930.804199744
2692,24585453.55763688,10154578.93589308,0.0,-10154578.93589308,24585453.55763688,0.0,0.0,-10154578.93589308,24585453.55763688
2693,24583975.790582843,10158156.049600735,0.0,-10158156.049600735,24583975.790582843,0.0,0.0,-10158156.049600735,24583975.790582843
2694,24582497.50306892,10161732.948253153,0.0,-10161732.948253153,24582497.50306892,0.0,0.0,-10161732.948253153,24582497.50306892
2695,24581018.695126403,10165309.631774608,0.0,-10165309.631774608,24581018.695126403,0.0,0.0,-10165309.631774608,24581018.695126403
2696,24579539.366786603,10168886.100089379,0.0,-10168886.100089379,24579539.366786603,0.0,0.0,-10168886.100089379,24579539.366786603
2697,24578059.518080838,10172462.35312175,0.0,-10172462.35312175,24578059.518080838,0.0,0.0,-10172462.35312175,24578059.518080838
2698,24576579.14904044,10176038.39079601,0.0,-10176038.39079601,24576579.14904044,0.0,0.0,-10176038.39079601,24576579.14904044
2699,24575098.25969674,10179614.21303645,0.0,-10179614.21303645,24575098.25969674,0.0,0.0,-10179614.21303645,24575098.25969674
2700,24573616.8500811,10183189.819767367,0.0,-10183189.819767367,24573616.8500811,0.0,0.0,-10183189.819767367,24573616.8500811
2701,24572134.92022488,10186765.210913064,0.0,-10186765.210913064,24572134.92022488,0.0,0.0,-10186765.210913064,24572134.92022488
2702,24570652.47015945,10190340.386397848,0.0,-10190340.386397848,24570652.47015945,0.0,0.0,-10190340.386397848,24570652.47015945
2703,24569169.499916192,10193915.346146028,0.0,-10193915.346146028,24569169.499916192,0.0,0.0,-10193915.346146028,24569169.499916192
2704,24567686.00952651,10197490.090081923,0.0,-10197490.090081923,24567686.00952651,0.0,0.0,-10197490.090081923,24567686.00952651
2705,24566201.999021806,10201064.618129851,0.0,-10201064.618129851,24566201.999021806,0.0,0.0,-10201064.618129851,24566201.999021806
2706,24564717.468433496,10204638.930214137,0.0,-10204638.930214137,24564717.468433496,0.0,0.0,-10204638.930214137,24564717.468433496
2707,24563232.41779301,10208213.02625911,0.0,-10208213.02625911,24563232.41779301,0.0,0.0,-10208213.02625911,24563232.41779301
2708,24561746.84713179,10211786.906189105,0.0,-10211786.906189105,24561746.84713179,0.0,0.0,-10211786.906189105,24561746.84713179
2709,24560260.756481282,10215360.569928458,0.0,-10215360.569928458,24560260.756481282,0.0,0.0,-10215360.569928458,24560260.756481282
2710,24558774.14587295,10218934.017401515,0.0,-10218934.017401515,24558774.14587295,0.0,0.0,-10218934.017401515,24558774.14587295
2711,24557287.015338268,10222507.248532621,0.0,-10222507.248532621,24557287.015338268,0.0,0.0,-10222507.248532621,24557287.015338268
2712,24555799.364908718,10226080.26324613,0.0,-10226080.26324613,24555799.364908718,0.0,0.0,-10226080.26324613,24555799.364908718
