t,x1,y1,z1,x2,y2,z2,x3,y3,z3
4956,19978628.303653568,17561731.43811436,0.0,-17561731.43811436,19978628.303653568,0.0,0.0,-17561731.43811436,19978628.303653568
4957,19976072.83331554,17564638.173275147,0.0,-17564638.173275147,19976072.83331554,0.0,0.0,-17564638.173275147,19976072.83331554
4958,19973516.94007014,17567544.536580313,0.0,-17567544.536580313,19973516.94007014,0.0,0.0,-17567544.536580313,19973516.94007014
4959,19970960.623971477,17570450.52796833,0.0,-17570450.52796833,19970960.623971477,0.0,0.0,-17570450.52796833,19970960.623971477
4960,19968403.88507367,17573356.14737767,0.0,-17573356.14737767,19968403.88507367,0.0,0.0,-17573356.14737767,19968403.88507367
4961,19965846.723430846,17576261.39474682,0.0,-17576261.39474682,19965846.723430846,0.0,0.0,-17576261.39474682,19965846.723430846
4962,19963289.139097143,17579166.27001428,0.0,-17579166.27001428,19963289.139097143,0.0,0.0,-17579166.27001428,19963289.139097143
4963,19960731.132126708,17582070.773118544,0.0,-17582070.773118544,19960731.132126708,0.0,0.0,-17582070.773118544,19960731.132126708
4964,19958172.70257369,17584974.90399813,0.0,-17584974.90399813,19958172.70257369,0.0,0.0,-17584974.90399813,19958172.70257369
4965,19955613.85049226,17587878.662591547,0.0,-17587878.662591547,19955613.85049226,0.0,0.0,-17587878.662591547,19955613.85049226
4966,19953054.57593659,17590782.048837326,0.0,-17590782.048837326,19953054.57593659,0.0,0.0,-17590782.048837326,19953054.57593659
4967,19950494.878960855,17593685.062674,0.0,-17593685.062674,19950494.878960855,0.0,0.0,-17593685.062674,19950494.878960855
4968,19947934.75961925,17596587.70404011,0.0,-17596587.70404011,19947934.75961925,0.0,0.0,-17596587.70404011,19947934.75961925
4969,19945374.217965975,17599489.9728742,0.0,-17599489.9728742,19945374.217965975,0.0,0.0,-17599489.9728742,19945374.217965975
4970,19942813.25405524,17602391.869114835,0.0,-17602391.869114835,19942813.25405524,0.0,0.0,-17602391.869114835,19942813.25405524
4971,19940251.86794126,17605293.392700575,0.0,-17605293.392700575,19940251.86794126,0.0,0.0,-17605293.392700575,19940251.86794126
4972,19937690.05967826,17608194.543569993,0.0,-17608194.543569993,19937690.05967826,0.0,0.0,-17608194.543569993,19937690.05967826
4973,19935127.82932048,17611095.32166167,0.0,-17611095.32166167,19935127.82932048,0.0,0.0,-17611095.32166167,19935127.82932048
4974,19932565.176922157,17613995.726914193,0.0,-17613995.726914193,19932565.176922157,0.0,0.0,-17613995.726914193,19932565.176922157
4975,19930002.10253755,17616895.759266164,0.0,-17616895.759266164,19930002.10253755,0.0,0.0,-17616895.759266164,19930002.10253755
4976,19927438.60622092,17619795.41865618,0.0,-17619795.41865618,19927438.60622092,0.0,0.0,-17619795.41865618,19927438.60622092
4977,19924874.688026536,17622694.70502286,0.0,-17622694.70502286,19924874.688026536,0.0,0.0,-17622694.70502286,19924874.688026536
4978,19922310.34800868,17625593.61830482,0.0,-17625593.61830482,19922310.34800868,0.0,0.0,-17625593.61830482,19922310.34800868
4979,19919745.586221643,17628492.158440687,0.0,-17628492.158440687,19919745.586221643,0.0,0.0,-17628492.158440687,19919745.586221643
4980,19917180.402719717,17631390.3253691,0.0,-17631390.3253691,19917180.402719717,0.0,0.0,-17631390.3253691,19917180.402719717
4981,19914614.797557212,17634288.119028702,0.0,-17634288.119028702,19914614.797557212,0.0,0.0,-17634288.119028702,19914614.797557212
4982,19912048.770788442,17637185.539358143,0.0,-17637185.539358143,19912048.770788442,0.0,0.0,-17637185.539358143,19912048.770788442
4983,19909482.322467733,17640082.58629608,0.0,-17640082.58629608,19909482.322467733,0.0,0.0,-17640082.58629608,19909482.322467733
4984,19906915.45264942,17642979.25978119,0.0,-17642979.25978119,19906915.45264942,0.0,0.0,-17642979.25978119,19906915.45264942
4985,19904348.161387842,17645875.55975214,0.0,-17645875.55975214,19904348.161387842,0.0,0.0,-17645875.55975214,19904348.161387842
4986,19901780.448737353,17648771.486147616,0.0,-17648771.486147616,19901780.448737353,0.0,0.0,-17648771.486147616,19901780.448737353
4987,19899212.31475231,17651667.03890631,0.0,-17651667.03890631,19899212.31475231,0.0,0.0,-17651667.03890631,19899212.31475231
4988,19896643.75948709,17654562.217966918,0.0,-17654562.217966918,19896643.75948709,0.0,0.0,-17654562.217966918,19896643.75948709
4989,19894074.782996062,17657457.023268152,0.0,-17657457.023268152,19894074.782996062,0.0,0.0,-17657457.023268152,19894074.782996062
4990,19891505.385333616,17660351.454748724,0.0,-17660351.454748724,19891505.385333616,0.0,0.0,-17660351.454748724,19891505.385333616
4991,19888935.566554148,17663245.512347355,0.0,-17663245.512347355,19888935.566554148,0.0,0.0,-17663245.512347355,19888935.566554148
4992,19886365.326712064,17666139.196002778,0.0,-17666139.196002778,19886365.326712064,0.0,0.0,-17666139.196002778,19886365.326712064
4993,19883794.665861778,17669032.50565373,0.0,-17669032.50565373,19883794.665861778,0.0,0.0,-17669032.50565373,19883794.665861778
4994,19881223.58405771,17671925.441238962,0.0,-17671925.441238962,19881223.58405771,0.0,0.0,-17671925.441238962,19881223.58405771
4995,19878652.081354298,17674818.002697226,0.0,-17674818.002697226,19878652.081354298,0.0,0.0,-17674818.002697226,19878652.081354298
4996,19876080.157805976,17677710.189967282,0.0,-17677710.189967282,19876080.157805976,0.0,0.0,-17677710.189967282,19876080.157805976
4997,19873507.813467193,17680602.002987903,0.0,-17680602.002987903,19873507.813467193,0.0,0.0,-17680602.002987903,19873507.813467193
4998,19870935.04839241,17683493.441697866,0.0,-17683493.441697866,19870935.04839241,0.0,0.0,-17683493.441697866,19870935.04839241
4999,19868361.862636097,17686384.50603596,0.0,-17686384.50603596,19868361.862636097,0.0,0.0,-17686384.50603596,19868361.862636097
5000,19865788.256252725,17689275.19594098,0.0,-17689275.19594098,19865788.256252725,0.0,0.0,-17689275.19594098,19865788.256252725
5001,19863214.22929678,17692165.51135172,0.0,-17692165.51135172,19863214.22929678,0.0,0.0,-17692165.51135172,19863214.22929678
5002,19860639.78182276,17695055.452206995,0.0,-17695055.452206995,19860639.78182276,0.0,0.0,-17695055.452206995,19860639.78182276
5003,19858064.913885165,17697945.018445626,0.0,-17697945.018445626,19858064.913885165,0.0,0.0,-17697945.018445626,19858064.913885165
5004,19855489.625538506,17700834.210006434,0.0,-17700834.210006434,19855489.625538506,0.0,0.0,-17700834.210006434,19855489.625538506
5005,19852913.916837305,17703723.026828256,0.0,-17703723.026828256,19852913.916837305,0.0,0.0,-17703723.026828256,19852913.916837305
5006,19850337.78783609,17706611.468849935,0.0,-17706611.468849935,19850337.78783609,0.0,0.0,-17706611.468849935,19850337.78783609
5007,19847761.2385894,17709499.536010318,0.0,-17709499.536010318,19847761.2385894,0.0,0.0,-17709499.536010318,19847761.2385894
5008,19845184.26915178,17712387.22824826,0.0,-17712387.22824826,19845184.26915178,0.0,0.0,-17712387.22824826,19845184.26915178
5009,19842606.879577793,17715274.545502633,0.0,-17715274.545502633,19842606.879577793,0.0,0.0,-17715274.545502633,19842606.879577793
5010,19840029.069921996,17718161.487712305,0.0,-17718161.487712305,19840029.069921996,0.0,0.0,-17718161.487712305,19840029.069921996
5011,19837450.84023897,17721048.05481616,0.0,-17721048.05481616,19837450.84023897,0.0,0.0,-17721048.05481616,19837450.84023897
5012,19834872.190583292,17723934.246753085,0.0,-17723934.246753085,19834872.190583292,0.0,0.0,-17723934.246753085,19834872.190583292
5013,19832293.12100956,17726820.06346198,0.0,-17726820.06346198,19832293.12100956,0.0,0.0,-17726820.06346198,19832293.12100956
5014,19829713.63157237,17729705.50488175,0.0,-17729705.50488175,19829713.63157237,0.0,0.0,-17729705.50488175,19829713.63157237
5015,19827133.722326335,17732590.57095131,0.0,-17732590.57095131,19827133.722326335,0.0,0.0,-17732590.57095131,19827133.722326335
5016,19824553.39332607,17735475.261609577,0.0,-17735475.261609577,19824553.39332607,0.0,0.0,-17735475.261609577,19824553.39332607
5017,19821972.644626204,17738359.57679548,0.0,-17738359.57679548,19821972.644626204,0.0,0.0,-17738359.57679548,19821972.644626204
5018,19819391.47628137,17741243.51644796,0.0,-17741243.51644796,19819391.47628137,0.0,0.0,-17741243.51644796,19819391.47628137
5019,19816809.88834622,17744127.08050596,0.0,-17744127.08050596,19816809.88834622,0.0,0.0,-17744127.08050596,19816809.88834622
5020,19814227.880875405,17747010.26890843,0.0,-17747010.26890843,19814227.880875405,0.0,0.0,-17747010.26890843,19814227.880875405
5021,19811645.453923587,17749893.081594333,0.0,-17749893.081594333,19811645.453923587,0.0,0.0,-17749893.081594333,19811645.453923587
5022,19809062.607545435,17752775.51850264,0.0,-17752775.51850264,19809062.607545435,0.0,0.0,-17752775.51850264,19809062.607545435
5023,19806479.341795634,17755657.579572327,0.0,-17755657.579572327,19806479.341795634,0.0,0.0,-17755657.579572327,19806479.341795634
5024,19803895.65672887,17758539.26474238,0.0,-17758539.26474238,19803895.65672887,0.0,0.0,-17758539.26474238,19803895.65672887
5025,19801311.552399848,17761420.573951785,0.0,-17761420.573951785,19801311.552399848,0.0,0.0,-17761420.573951785,19801311.552399848
5026,19798727.02886327,17764301.50713955,0.0,-17764301.50713955,19798727.02886327,0.0,0.0,-17764301.50713955,19798727.02886327
5027,19796142.08617385,17767182.06424468,0.0,-17767182.06424468,19796142.08617385,0.0,0.0,-17767182.06424468,19796142.08617385
5028,19793556.72438632,17770062.245206192,0.0,-17770062.245206192,19793556.72438632,0.0,0.0,-17770062.245206192,19793556.72438632
5029,19790970.943555407,17772942.049963113,0.0,-17772942.049963113,19790970.943555407,0.0,0.0,-17772942.049963113,19790970.943555407
5030,19788384.743735857,17775821.478454474,0.0,-17775821.478454474,19788384.743735857,0.0,0.0,-17775821.478454474,19788384.743735857
5031,19785798.12498242,17778700.530619316,0.0,-17778700.530619316,19785798.12498242,0.0,0.0,-17778700.530619316,19785798.12498242
5032,19783211.087349858,17781579.206396684,0.0,-17781579.206396684,19783211.087349858,0.0,0.0,-17781579.206396684,19783211.087349858
5033,19780623.630892944,17784457.505725637,0.0,-17784457.505725637,19780623.630892944,0.0,0.0,-17784457.505725637,19780623.630892944
5034,19778035.75566645,17787335.42854524,0.0,-17787335.42854524,19778035.75566645,0.0,0.0,-17787335.42854524,19778035.75566645
5035,19775447.461725164,17790212.974794567,0.0,-17790212.974794567,19775447.461725164,0.0,0.0,-17790212.974794567,19775447.461725164
5036,19772858.749123886,17793090.144412696,0.0,-17793090.144412696,19772858.749123886,0.0,0.0,-17793090.144412696,19772858.749123886
5037,19770269.61791742,17795966.937338714,0.0,-17795966.937338714,19770269.61791742,0.0,0.0,-17795966.937338714,19770269.61791742
5038,19767680.068160575,17798843.35351172,0.0,-17798843.35351172,19767680.068160575,0.0,0.0,-17798843.35351172,19767680.068160575
5039,19765090.099908177,17801719.392870817,0.0,-17801719.392870817,19765090.099908177,0.0,0.0,-17801719.392870817,19765090.099908177
5040,19762499.713215057,17804595.055355117,0.0,-17804595.055355117,19762499.713215057,0.0,0.0,-17804595.055355117,19762499.713215057
5041,19759908.90813606,17807470.34090374,0.0,-17807470.34090374,19759908.90813606,0.0,0.0,-17807470.34090374,19759908.90813606
5042,19757317.684726026,17810345.249455817,0.0,-17810345.249455817,19757317.684726026,0.0,0.0,-17810345.249455817,19757317.684726026
5043,19754726.043039817,17813219.78095048,0.0,-17813219.78095048,19754726.043039817,0.0,0.0,-17813219.78095048,19754726.043039817
5044,19752133.983132303,17816093.935326874,0.0,-17816093.935326874,19752133.983132303,0.0,0.0,-17816093.935326874,19752133.983132303
5045,19749541.505058356,17818967.712524153,0.0,-17818967.712524153,19749541.505058356,0.0,0.0,-17818967.712524153,19749541.505058356
5046,19746948.60887286,17821841.11248148,0.0,-17821841.11248148,19746948.60887286,0.0,0.0,-17821841.11248148,19746948.60887286
5047,19744355.294630714,17824714.135138016,0.0,-17824714.135138016,19744355.294630714,0.0,0.0,-17824714.135138016,19744355.294630714
5048,19741761.562386815,17827586.780432943,0.0,-17827586.780432943,19741761.562386815,0.0,0.0,-17827586.780432943,19741761.562386815
5049,19739167.412196077,17830459.04830544,0.0,-17830459.04830544,19739167.412196077,0.0,0.0,-17830459.04830544,19739167.412196077
5050,19736572.844113417,17833330.938694704,0.0,-17833330.938694704,19736572.844113417,0.0,0.0,-17833330.938694704,19736572.844113417
5051,19733977.858193766,17836202.451539934,0.0,-17836202.451539934,19733977.858193766,0.0,0.0,-17836202.451539934,19733977.858193766
5052,19731382.454492062,17839073.586780336,0.0,-17839073.586780336,19731382.454492062,0.0,0.0,-17839073.586780336,19731382.454492062
5053,19728786.63306325,17841944.344355125,0.0,-17841944.344355125,19728786.63306325,0.0,0.0,-17841944.344355125,19728786.63306325
5054,19726190.393962286,17844814.724203527,0.0,-17844814.724203527,19726190.393962286,0.0,0.0,-17844814.724203527,19726190.393962286
5055,19723593.737244133,17847684.726264775,0.0,-17847684.726264775,19723593.737244133,0.0,0.0,-17847684.726264775,19723593.737244133
5056,19720996.662963767,17850554.35047811,0.0,-17850554.35047811,19720996.662963767,0.0,0.0,-17850554.35047811,19720996.662963767
5057,19718399.171176165,17853423.596782777,0.0,-17853423.596782777,19718399.171176165,0.0,0.0,-17853423.596782777,19718399.171176165
5058,19715801.26193632,17856292.465118036,0.0,-17856292.465118036,19715801.26193632,0.0,0.0,-17856292.465118036,19715801.26193632
5059,19713202.935299236,17859160.955423146,0.0,-17859160.955423146,19713202.935299236,0.0,0.0,-17859160.955423146,19713202.935299236
5060,19710604.191319916,17862029.06763738,0.0,-17862029.06763738,19710604.191319916,0.0,0.0,-17862029.06763738,19710604.191319916
5061,19708005.03005338,17864896.801700022,0.0,-17864896.801700022,19708005.03005338,0.0,0.0,-17864896.801700022,19708005.03005338
5062,19705405.451554652,17867764.157550357,0.0,-17867764.157550357,19705405.451554652,0.0,0.0,-17867764.157550357,19705405.451554652
5063,19702805.455878768,17870631.135127682,0.0,-17870631.135127682,19702805.455878768,0.0,0.0,-17870631.135127682,19702805.455878768
5064,19700205.043080773,17873497.7343713,0.0,-17873497.7343713,19700205.043080773,0.0,0.0,-17873497.7343713,19700205.043080773
5065,19697604.213215716,17876363.955220524,0.0,-17876363.955220524,19697604.213215716,0.0,0.0,-17876363.955220524,19697604.213215716
5066,19695002.96633866,17879229.797614675,0.0,-17879229.797614675,19695002.96633866,0.0,0.0,-17879229.797614675,19695002.96633866
5067,19692401.302504677,17882095.26149308,0.0,-17882095.26149308,19692401.302504677,0.0,0.0,-17882095.26149308,19692401.302504677
5068,19689799.221768845,17884960.346795075,0.0,-17884960.346795075,19689799.221768845,0.0,0.0,-17884960.346795075,19689799.221768845
5069,19687196.72418625,17887825.053460002,0.0,-17887825.053460002,19687196.72418625,0.0,0.0,-17887825.053460002,19687196.72418625
5070,19684593.80981199,17890689.381427217,0.0,-17890689.381427217,19684593.80981199,0.0,0.0,-17890689.381427217,19684593.80981199
5071,19681990.47870117,17893553.33063608,0.0,-17893553.33063608,19681990.47870117,0.0,0.0,-17893553.33063608,19681990.47870117
5072,19679386.730908908,17896416.90102596,0.0,-17896416.90102596,19679386.730908908,0.0,0.0,-17896416.90102596,19679386.730908908
5073,19676782.566490322,17899280.092536226,0.0,-17899280.092536226,19676782.566490322,0.0,0.0,-17899280.092536226,19676782.566490322
5074,19674177.985500548,17902142.90510627,0.0,-17902142.90510627,19674177.985500548,0.0,0.0,-17902142.90510627,19674177.985500548
5075,19671572.987994723,17905005.33867548,0.0,-17905005.33867548,19671572.987994723,0.0,0.0,-17905005.33867548,19671572.987994723
5076,19668967.574028,17907867.39318326,0.0,-17907867.39318326,19668967.574028,0.0,0.0,-17907867.39318326,19668967.574028
5077,19666361.743655536,17910729.068569016,0.0,-17910729.068569016,19666361.743655536,0.0,0.0,-17910729.068569016,19666361.743655536
5078,19663755.4969325,17913590.364772163,0.0,-17913590.364772163,19663755.4969325,0.0,0.0,-17913590.364772163,19663755.4969325
5079,19661148.833914064,17916451.281732127,0.0,-17916451.281732127,19661148.833914064,0.0,0.0,-17916451.281732127,19661148.833914064
5080,19658541.754655417,17919311.81938834,0.0,-17919311.81938834,19658541.754655417,0.0,0.0,-17919311.81938834,19658541.754655417
5081,19655934.25921175,17922171.977680247,0.0,-17922171.977680247,19655934.25921175,0.0,0.0,-17922171.977680247,19655934.25921175
5082,19653326.347638264,17925031.75654729,0.0,-17925031.75654729,19653326.347638264,0.0,0.0,-17925031.75654729,19653326.347638264
5083,19650718.019990176,17927891.15592893,0.0,-17927891.15592893,19650718.019990176,0.0,0.0,-17927891.15592893,19650718.019990176
5084,19648109.2763227,17930750.175764624,0.0,-17930750.175764624,19648109.2763227,0.0,0.0,-17930750.175764624,19648109.2763227
5085,19645500.116691068,17933608.815993853,0.0,-17933608.815993853,19645500.116691068,0.0,0.0,-17933608.815993853,19645500.116691068
5086,19642890.541150518,17936467.076556094,0.0,-17936467.076556094,19642890.541150518,0.0,0.0,-17936467.076556094,19642890.541150518
5087,19640280.549756296,17939324.957390837,0.0,-17939324.957390837,19640280.549756296,0.0,0.0,-17939324.957390837,19640280.549756296
5088,19637670.142563656,17942182.458437577,0.0,-17942182.458437577,19637670.142563656,0.0,0.0,-17942182.458437577,19637670.142563656
5089,19635059.319627866,17945039.579635818,0.0,-17945039.579635818,19635059.319627866,0.0,0.0,-17945039.579635818,19635059.319627866
5090,19632448.081004195,17947896.320925076,0.0,-17947896.320925076,19632448.081004195,0.0,0.0,-17947896.320925076,19632448.081004195
5091,19629836.426747926,17950752.68224487,0.0,-17950752.68224487,19629836.426747926,0.0,0.0,-17950752.68224487,19629836.426747926
5092,19627224.35691435,17953608.66353473,0.0,-17953608.66353473,19627224.35691435,0.0,0.0,-17953608.66353473,19627224.35691435
5093,19624611.871558767,17956464.26473419,0.0,-17956464.26473419,19624611.871558767,0.0,0.0,-17956464.26473419,19624611.871558767
5094,19621998.970736485,17959319.4857828,0.0,-17959319.4857828,19621998.970736485,0.0,0.0,-17959319.4857828,19621998.970736485
5095,19619385.654502816,17962174.326620106,0.0,-17962174.326620106,19619385.654502816,0.0,0.0,-17962174.326620106,19619385.654502816
5096,19616771.922913093,17965028.787185673,0.0,-17965028.787185673,19616771.922913093,0.0,0.0,-17965028.787185673,19616771.922913093
5097,19614157.776022647,17967882.867419068,0.0,-17967882.867419068,19614157.776022647,0.0,0.0,-17967882.867419068,19614157.776022647
5098,19611543.21388682,17970736.56725987,0.0,-17970736.56725987,19611543.21388682,0.0,0.0,-17970736.56725987,19611543.21388682
5099,19608928.236560967,17973589.886647668,0.0,-17973589.886647668,19608928.236560967,0.0,0.0,-17973589.886647668,19608928.236560967
5100,19606312.844100446,17976442.82552205,0.0,-17976442.82552205,19606312.844100446,0.0,0.0,-17976442.82552205,19606312.844100446
5101,19603697.03656063,17979295.383822616,0.0,-17979295.383822616,19603697.03656063,0.0,0.0,-17979295.383822616,19603697.03656063
5102,19601080.813996892,17982147.56148898,0.0,-17982147.56148898,19601080.813996892,0.0,0.0,-17982147.56148898,19601080.813996892
5103,19598464.17646463,17984999.358460754,0.0,-17984999.358460754,19598464.17646463,0.0,0.0,-17984999.358460754,19598464.17646463
5104,19595847.124019228,17987850.77467757,0.0,-17987850.77467757,19595847.124019228,0.0,0.0,-17987850.77467757,19595847.124019228
5105,19593229.656716097,17990701.81007906,0.0,-17990701.81007906,19593229.656716097,0.0,0.0,-17990701.81007906,19593229.656716097
5106,19590611.77461065,17993552.464604862,0.0,-17993552.464604862,19590611.77461065,0.0,0.0,-17993552.464604862,19590611.77461065
5107,19587993.477758307,17996402.73819463,0.0,-17996402.73819463,19587993.477758307,0.0,0.0,-17996402.73819463,19587993.477758307
5108,19585374.7662145,17999252.630788017,0.0,-17999252.630788017,19585374.7662145,0.0,0.0,-17999252.630788017,19585374.7662145
5109,19582755.640034676,18002102.14232469,0.0,-18002102.14232469,19582755.640034676,0.0,0.0,-18002102.14232469,19582755.640034676
5110,19580136.099274274,18004951.272744324,0.0,-18004951.272744324,19580136.099274274,0.0,0.0,-18004951.272744324,19580136.099274274
5111,19577516.143988755,18007800.021986604,0.0,-18007800.021986604,19577516.143988755,0.0,0.0,-18007800.021986604,19577516.143988755
5112,19574895.774233587,18010648.389991216,0.0,-18010648.389991216,19574895.774233587,0.0,0.0,-18010648.389991216,19574895.774233587
5113,19572274.99006424,18013496.376697857,0.0,-18013496.376697857,19572274.99006424,0.0,0.0,-18013496.376697857,19572274.99006424
5114,19569653.791536205,18016343.982046235,0.0,-18016343.982046235,19569653.791536205,0.0,0.0,-18016343.982046235,19569653.791536205
5115,19567032.17870497,18019191.205976065,0.0,-18019191.205976065,19567032.17870497,0.0,0.0,-18019191.205976065,19567032.17870497
5116,19564410.151626036,18022038.04842707,0.0,-18022038.04842707,19564410.151626036,0.0,0.0,-18022038.04842707,19564410.151626036
5117,19561787.710354917,18024884.50933898,0.0,-18024884.50933898,19561787.710354917,0.0,0.0,-18024884.50933898,19561787.710354917
5118,19559164.854947127,18027730.58865153,0.0,-18027730.58865153,19559164.854947127,0.0,0.0,-18027730.58865153,19559164.854947127
5119,19556541.585458197,18030576.28630447,0.0,-18030576.28630447,19556541.585458197,0.0,0.0,-18030576.28630447,19556541.585458197
5120,19553917.90194366,18033421.602237552,0.0,-18033421.602237552,19553917.90194366,0.0,0.0,-18033421.602237552,19553917.90194366
5121,19551293.80445907,18036266.536390543,0.0,-18036266.536390543,19551293.80445907,0.0,0.0,-18036266.536390543,19551293.80445907
5122,19548669.29305997,18039111.08870321,0.0,-18039111.08870321,19548669.29305997,0.0,0.0,-18039111.08870321,19548669.29305997
5123,19546044.36780193,18041955.259115335,0.0,-18041955.259115335,19546044.36780193,0.0,0.0,-18041955.259115335,19546044.36780193
5124,19543419.028740518,18044799.0475667,0.0,-18044799.0475667,19543419.028740518,0.0,0.0,-18044799.0475667,19543419.028740518
5125,19540793.275931314,18047642.453997105,0.0,-18047642.453997105,19540793.275931314,0.0,0.0,-18047642.453997105,19540793.275931314
5126,19538167.109429907,18050485.478346348,0.0,-18050485.478346348,19538167.109429907,0.0,0.0,-18050485.478346348,19538167.109429907
5127,19535540.529291898,18053328.120554242,0.0,-18053328.120554242,19535540.529291898,0.0,0.0,-18053328.120554242,19535540.529291898
5128,19532913.53557289,18056170.38056061,0.0,-18056170.38056061,19532913.53557289,0.0,0.0,-18056170.38056061,19532913.53557289
5129,19530286.128328502,18059012.258305278,0.0,-18059012.258305278,19530286.128328502,0.0,0.0,-18059012.258305278,19530286.128328502
5130,19527658.307614356,18061853.753728077,0.0,-18061853.753728077,19527658.307614356,0.0,0.0,-18061853.753728077,19527658.307614356
5131,19525030.073486082,18064694.866768856,0.0,-18064694.866768856,19525030.073486082,0.0,0.0,-18064694.866768856,19525030.073486082
5132,19522401.425999325,18067535.59736746,0.0,-18067535.59736746,19522401.425999325,0.0,0.0,-18067535.59736746,19522401.425999325
5133,19519772.365209736,18070375.945463758,0.0,-18070375.945463758,19519772.365209736,0.0,0.0,-18070375.945463758,19519772.365209736
5134,19517142.89117297,18073215.91099761,0.0,-18073215.91099761,19517142.89117297,0.0,0.0,-18073215.91099761,19517142.89117297
5135,19514513.0039447,18076055.493908897,0.0,-18076055.493908897,19514513.0039447,0.0,0.0,-18076055.493908897,19514513.0039447
5136,19511882.703580596,18078894.694137502,0.0,-18078894.694137502,19511882.703580596,0.0,0.0,-18078894.694137502,19511882.703580596
5137,19509251.990136348,18081733.511623316,0.0,-18081733.511623316,19509251.990136348,0.0,0.0,-18081733.511623316,19509251.990136348
5138,19506620.863667652,18084571.94630624,0.0,-18084571.94630624,19506620.863667652,0.0,0.0,-18084571.94630624,19506620.863667652
5139,19503989.324230205,18087409.99812618,0.0,-18087409.99812618,19503989.324230205,0.0,0.0,-18087409.99812618,19503989.324230205
5140,19501357.371879723,18090247.667023055,0.0,-18090247.667023055,19501357.371879723,0.0,0.0,-18090247.667023055,19501357.371879723
5141,19498725.006671924,18093084.952936787,0.0,-18093084.952936787,19498725.006671924,0.0,0.0,-18093084.952936787,19498725.006671924
5142,19496092.22866254,18095921.85580731,0.0,-18095921.85580731,19496092.22866254,0.0,0.0,-18095921.85580731,19496092.22866254
5143,19493459.037907306,18098758.37557457,0.0,-18098758.37557457,19493459.037907306,0.0,0.0,-18098758.37557457,19493459.037907306
5144,19490825.43446197,18101594.51217851,0.0,-18101594.51217851,19490825.43446197,0.0,0.0,-18101594.51217851,19490825.43446197
5145,19488191.418382283,18104430.26555909,0.0,-18104430.26555909,19488191.418382283,0.0,0.0,-18104430.26555909,19488191.418382283
5146,19485556.989724014,18107265.635656267,0.0,-18107265.635656267,19485556.989724014,0.0,0.0,-18107265.635656267,19485556.989724014
5147,19482922.148542933,18110100.622410025,0.0,-18110100.622410025,19482922.148542933,0.0,0.0,-18110100.622410025,19482922.148542933
5148,19480286.894894823,18112935.22576034,0.0,-18112935.22576034,19480286.894894823,0.0,0.0,-18112935.22576034,19480286.894894823
5149,19477651.228835475,18115769.445647202,0.0,-18115769.445647202,19477651.228835475,0.0,0.0,-18115769.445647202,19477651.228835475
5150,19475015.150420684,18118603.28201061,0.0,-18118603.28201061,19475015.150420684,0.0,0.0,-18118603.28201061,19475015.150420684
5151,19472378.65970626,18121436.73479057,0.0,-18121436.73479057,19472378.65970626,0.0,0.0,-18121436.73479057,19472378.65970626
5152,19469741.75674802,18124269.803927094,0.0,-18124269.803927094,19469741.75674802,0.0,0.0,-18124269.803927094,19469741.75674802
5153,19467104.441601787,18127102.489360202,0.0,-18127102.489360202,19467104.441601787,0.0,0.0,-18127102.489360202,19467104.441601787
5154,19464466.714323398,18129934.79102993,0.0,-18129934.79102993,19464466.714323398,0.0,0.0,-18129934.79102993,19464466.714323398
5155,19461828.574968692,18132766.70887631,0.0,-18132766.70887631,19461828.574968692,0.0,0.0,-18132766.70887631,19461828.574968692
5156,19459190.023593523,18135598.242839392,0.0,-18135598.242839392,19459190.023593523,0.0,0.0,-18135598.242839392,19459190.023593523
5157,19456551.06025375,18138429.39285923,0.0,-18138429.39285923,19456551.06025375,0.0,0.0,-18138429.39285923,19456551.06025375
5158,19453911.68500524,18141260.158875886,0.0,-18141260.158875886,19453911.68500524,0.0,0.0,-18141260.158875886,19453911.68500524
5159,19451271.897903875,18144090.54082943,0.0,-18144090.54082943,19451271.897903875,0.0,0.0,-18144090.54082943,19451271.897903875
5160,19448631.699005537,18146920.538659945,0.0,-18146920.538659945,19448631.699005537,0.0,0.0,-18146920.538659945,19448631.699005537
5161,19445991.08836612,18149750.152307514,0.0,-18149750.152307514,19445991.08836612,0.0,0.0,-18149750.152307514,19445991.08836612
5162,19443350.066041533,18152579.38171223,0.0,-18152579.38171223,19443350.066041533,0.0,0.0,-18152579.38171223,19443350.066041533
5163,19440708.63208768,18155408.226814203,0.0,-18155408.226814203,19440708.63208768,0.0,0.0,-18155408.226814203,19440708.63208768
5164,19438066.78656049,18158236.687553536,0.0,-18158236.687553536,19438066.78656049,0.0,0.0,-18158236.687553536,19438066.78656049
5165,19435424.52951589,18161064.763870355,0.0,-18161064.763870355,19435424.52951589,0.0,0.0,-18161064.763870355,19435424.52951589
5166,19432781.861009814,18163892.455704786,0.0,-18163892.455704786,19432781.861009814,0.0,0.0,-18163892.455704786,19432781.861009814
5167,19430138.781098217,18166719.762996964,0.0,-18166719.762996964,19430138.781098217,0.0,0.0,-18166719.762996964,19430138.781098217
5168,19427495.289837047,18169546.68568703,0.0,-18169546.68568703,19427495.289837047,0.0,0.0,-18169546.68568703,19427495.289837047
5169,19424851.387282275,18172373.223715145,0.0,-18172373.223715145,19424851.387282275,0.0,0.0,-18172373.223715145,19424851.387282275
5170,19422207.07348987,18175199.37702146,0.0,-18175199.37702146,19422207.07348987,0.0,0.0,-18175199.37702146,19422207.07348987
